pid;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;MS Zoning;Mo Sold;Yr Sold;Exter Cond;Heating QC;Exter Qual;Kitchen Qual;Full Bath;Half Bath;Bedroom AbvGr;Gr Liv Area;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area;Neighborhood;Sale Type;saleprice;Sale Condition
527403040;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1026;0;0;1;5;Typ ;0;NA;Y;171;48;0;0;0;NA   ;20;RL     ;7.0;2009.0;TA;Gd;TA;Gd;1.0;0.0;3.0;1026.0;61;7930;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;8;1969;2005;115;TA;0;GLQ;LwQ;1026;No;1;TA;472;439;TA;Detchd;1969;2;TA;RFn;440;NA;0;NA;0;Names  ;WD   ;156000;Normal 
527403120;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;858;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;6.0;2006.0;TA;TA;TA;TA;1.0;0.0;3.0;858.0;;8125;Pave;NA  ;IR1                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;4;1971;1971;244;TA;0;BLQ;Unf;858;No;0;TA;0;614;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Names  ;WD   ;88000;Normal 
527403310;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1422;0;0;1;7;Min2;0;NA;Y;252;0;0;0;0;GdWo ;20;RL     ;9.0;2007.0;TA;TA;TA;TA;1.0;0.0;3.0;1422.0;63;9457;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;6;1970;1990;359;TA;0;ALQ;Unf;925;No;1;TA;0;566;TA;Detchd;1988;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;155000;Normal 
527403360;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;5.0;2008.0;TA;TA;TA;TA;1.0;0.0;3.0;864.0;63;7560;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1971;1971;132;TA;0;Rec;ALQ;864;No;1;Gd;613;119;TA;Detchd;1977;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;123000;Normal 
527404020;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1180;0;0;1;6;Typ ;0;NA;Y;0;45;0;0;0;NA   ;20;RL     ;3.0;2009.0;TA;TA;TA;TA;1.0;1.0;2.0;1180.0;;7830;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1970;1970;1180;TA;0;Unf;Unf;1180;No;0;TA;0;0;TA;Attchd;1970;2;TA;RFn;477;NA;0;NA;0;Names  ;COD  ;128000;Normal 
527404030;Gable  ;CompShg;Plywood;Plywood;BrkFace;178;CBlock;GasA ;Y;SBrkr;1050;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;7.0;2009.0;TA;Ex;TA;TA;1.0;1.0;3.0;1050.0;;8510;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1971;1971;543;TA;0;ALQ;Unf;1043;No;1;Gd;0;500;TA;Attchd;1971;1;TA;Unf;336;NA;0;NA;0;Names  ;WD   ;143000;Normal 
527404050;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;32;CBlock;GasA ;Y;SBrkr;914;0;0;1;5;Typ ;0;NA;Y;120;0;0;0;0;NA   ;20;RL     ;10.0;2007.0;TA;Ex;TA;Ex;1.0;0.0;3.0;914.0;66;7920;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1970;2002;214;TA;0;ALQ;GLQ;914;No;0;TA;619;81;Gd;Attchd;1970;1;TA;RFn;368;NA;0;NA;0;Names  ;WD   ;133000;Normal 
527404100;Gable  ;CompShg;HdBoard;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;950;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;7.0;2007.0;TA;TA;TA;TA;1.0;0.0;3.0;950.0;61;9758;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1971;1971;251;TA;0;BLQ;LwQ;950;No;0;TA;287;412;TA;Detchd;1981;1;TA;Unf;280;NA;0;NA;0;Names  ;WD   ;119500;Normal 
527404120;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;882;0;0;1;4;Typ ;0;NA;Y;240;0;0;0;0;MnPrv;20;RL     ;4.0;2010.0;TA;TA;TA;TA;1.0;0.0;2.0;882.0;70;8400;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1970;1970;0;TA;0;ALQ;Rec;882;No;1;TA;78;804;TA;Attchd;1970;2;TA;Fin;525;NA;0;NA;0;Names  ;WD   ;126000;Normal 
527404140;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;872;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;GdWo ;20;RL     ;6.0;2007.0;TA;TA;TA;TA;1.0;0.0;3.0;872.0;70;8294;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1971;1971;858;TA;0;Unf;Unf;858;No;0;TA;0;0;TA;Detchd;1974;4;TA;Unf;480;NA;0;NA;0;Names  ;WD   ;123000;Normal 
527404150;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;858;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;6.0;2007.0;TA;TA;TA;TA;1.0;0.0;2.0;858.0;;7340;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;6;1971;1971;536;TA;0;ALQ;Unf;858;No;0;TA;0;322;TA;Detchd;1979;1;TA;Unf;684;NA;0;NA;0;Names  ;WD   ;110000;Normal 
527404180;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;874;0;0;1;5;Typ ;0;NA;Y;63;0;0;0;0;NA   ;20;RL     ;3.0;2006.0;TA;TA;TA;TA;1.0;0.0;3.0;874.0;60;7200;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;4;1971;1971;224;TA;1;Rec;LwQ;864;No;0;TA;620;20;TA;Detchd;1995;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;97500;Normal 
527405130;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;210;0;0;0;0;GdPrv;20;RL     ;9.0;2009.0;TA;TA;TA;TA;1.0;0.0;3.0;864.0;60;7038;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;6;1970;1970;138;TA;0;ALQ;Unf;864;No;1;TA;0;726;TA;Detchd;2001;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;76500;Abnorml
527405160;Gable  ;CompShg;HdBoard;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;96;0;0;0;0;NA   ;20;RL     ;11.0;2009.0;TA;TA;TA;Gd;1.0;0.0;3.0;864.0;60;6960;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;6;1970;1970;250;TA;0;ALQ;BLQ;864;No;0;TA;239;375;TA;Detchd;1989;2;TA;Unf;660;Shed;500;NA;0;Names  ;WD   ;120500;Normal 
527405180;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;7.0;2009.0;Gd;Ex;TA;TA;1.0;0.0;3.0;864.0;70;8120;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;7;1970;1970;673;TA;0;ALQ;Unf;864;No;0;TA;0;191;TA;Detchd;1994;2;TA;Unf;463;NA;0;NA;0;Names  ;WD   ;124500;Normal 
527425025;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;914;0;0;1;4;Typ ;0;NA;Y;140;0;0;0;0;GdWo ;20;RL     ;7.0;2007.0;Gd;Ex;TA;TA;1.0;0.0;2.0;914.0;;17199;Pave;NA  ;Reg                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;7;1961;1961;600;TA;0;ALQ;Unf;914;No;0;TA;0;314;TA;Basment;1961;1;Fa;Unf;270;NA;0;NA;0;Names  ;WD   ;128000;Normal 
527425035;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;216;0;0;0;0;MnWw ;20;RL     ;4.0;2008.0;TA;TA;TA;TA;1.0;0.0;3.0;864.0;;12735;Pave;NA  ;IR1                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1972;1972;264;TA;0;BLQ;Unf;864;No;0;TA;0;600;TA;Detchd;1980;2;TA;Unf;576;NA;0;NA;0;Names  ;COD  ;111250;Normal 
527425060;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;4;Typ ;0;NA;Y;216;0;0;0;0;NA   ;20;RL     ;3.0;2009.0;TA;Gd;TA;TA;1.0;0.0;2.0;864.0;70;10500;Pave;NA  ;Reg                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;6;1971;1971;160;TA;0;ALQ;LwQ;864;No;0;TA;180;524;TA;Detchd;1989;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;97000;Abnorml
527425090;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;1;Po;Y;0;0;0;0;0;NA   ;20;RL     ;4.0;2010.0;TA;TA;TA;TA;1.0;0.0;3.0;864.0;70;10500;Pave;NA  ;Reg                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1971;1971;432;TA;0;ALQ;Unf;864;No;0;TA;0;432;NA;NA;0;0;NA;NA;0;NA;0;NA;0;Names  ;ConLI;115000;Normal 
527425110;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;200;0;0;0;0;GdWo ;20;RL     ;7.0;2009.0;Gd;Gd;TA;TA;1.0;0.0;3.0;864.0;60;9000;Pave;NA  ;Reg                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;7;1971;2006;624;TA;0;ALQ;Unf;864;No;0;TA;0;240;TA;Detchd;1986;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;130000;Normal 
527425140;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;GdWo ;20;RL     ;5.0;2007.0;TA;TA;TA;TA;1.0;0.0;3.0;864.0;60;9000;Pave;NA  ;Reg                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;6;1971;1971;248;TA;0;ALQ;Unf;864;No;0;TA;0;616;TA;Detchd;1974;2;TA;Unf;528;NA;0;NA;0;Names  ;WD   ;120500;Normal 
527427090;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;182;PConc ;GasA ;Y;SBrkr;767;0;0;1;4;Typ ;0;NA;Y;120;40;0;0;0;NA   ;120;RH     ;6.0;2007.0;TA;Ex;TA;TA;1.0;0.0;1.0;767.0;34;4058;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;SFoyer;7;5;1998;1998;0;TA;0;GLQ;LwQ;723;Av;1;Gd;139;584;TA;Attchd;1998;1;TA;Fin;367;NA;0;NA;0;Names  ;WD   ;133000;Normal 
527427110;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1337;0;0;1;5;Typ ;0;NA;Y;144;68;0;0;0;NA   ;120;RH     ;8.0;2008.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1337.0;34;4060;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;1Story;6;5;1998;1999;1139;TA;0;GLQ;Unf;1405;No;1;Gd;0;266;TA;Attchd;1998;2;TA;Fin;511;NA;0;NA;0;Names  ;COD  ;181000;Abnorml
527427160;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1337;0;0;1;5;Typ ;1;TA;Y;136;68;0;0;0;NA   ;120;RH     ;7.0;2007.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1337.0;33;4113;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;1Story;6;5;2001;2001;1337;TA;0;Unf;Unf;1337;Mn;0;Gd;0;0;TA;Attchd;2001;2;TA;Fin;511;NA;0;NA;0;Names  ;WD   ;155000;Normal 
527427200;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1337;0;0;1;5;Typ ;1;TA;Y;0;68;0;0;0;NA   ;120;RH     ;10.0;2007.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1337.0;26;10943;Pave;NA  ;IR2                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;TwnhsE;1Story;6;5;1997;1998;475;TA;0;GLQ;Unf;1405;No;1;Gd;0;930;TA;Attchd;1997;2;TA;Fin;522;NA;0;NA;0;Names  ;WD   ;177000;Normal 
527427210;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1419;0;0;1;4;Typ ;0;NA;Y;196;68;0;0;0;NA   ;120;RH     ;9.0;2006.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1419.0;26;8773;Pave;NA  ;IR2                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;TwnhsE;1Story;6;5;2002;2002;536;TA;0;GLQ;Unf;1487;No;1;Gd;0;951;TA;Attchd;2002;2;TA;Fin;543;NA;0;NA;0;Names  ;WD   ;190000;Normal 
527427230;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1337;0;0;1;5;Typ ;1;Fa;Y;203;68;0;0;0;NA   ;120;RH     ;6.0;2010.0;TA;Ex;Gd;Gd;2.0;0.0;2.0;1337.0;26;5858;Pave;NA  ;IR1                 ;Lvl;AllPub;FR2    ;Gtl;Norm                          ;Normal;TwnhsE;1Story;7;5;1999;1999;354;TA;0;GLQ;BLQ;1405;No;1;Gd;0;1051;TA;Attchd;1999;2;TA;Fin;511;NA;0;NA;0;Names  ;WD   ;184000;Normal 
527452290;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1387;0;0;1;6;Typ ;1;TA;Y;0;0;240;0;0;NA   ;20;RL     ;9.0;2006.0;TA;TA;TA;TA;1.0;0.0;3.0;1387.0;65;7514;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1967;1975;462;TA;0;ALQ;Rec;943;Mn;1;TA;108;373;TA;Attchd;1974;1;TA;RFn;300;NA;0;NA;0;Names  ;WD   ;145000;Normal 
527452310;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;900;0;0;1;6;Typ ;1;Po;Y;175;144;0;0;0;MnWw ;85;RL     ;12.0;2006.0;TA;TA;TA;TA;1.0;0.0;3.0;900.0;68;7838;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;SFoyer;5;5;1967;1967;95;TA;0;ALQ;Unf;864;Av;1;TA;0;769;TA;Attchd;1967;1;TA;RFn;288;NA;0;NA;0;Names  ;WD   ;123000;Normal 
527455240;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;60;CBlock;GasA ;Y;SBrkr;892;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;GdWo ;20;RL     ;7.0;2009.0;TA;TA;TA;TA;1.0;0.0;3.0;892.0;65;7150;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1967;1967;460;TA;0;BLQ;Unf;892;No;0;TA;0;432;TA;Attchd;1967;1;TA;RFn;288;NA;0;NA;0;Names  ;WD   ;100000;Normal 
527455250;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;52;CBlock;GasA ;Y;SBrkr;988;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;11.0;2007.0;TA;TA;TA;TA;1.0;0.0;3.0;988.0;65;7150;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;6;1966;1966;263;TA;0;BLQ;Unf;988;No;1;TA;0;725;TA;Detchd;1974;1;TA;Unf;360;NA;0;NA;0;Names  ;WD   ;129250;Normal 
527455270;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;65;CBlock;GasA ;Y;SBrkr;892;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;GdWo ;20;RL     ;10.0;2008.0;TA;TA;TA;TA;1.0;0.0;3.0;892.0;;9477;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1966;1966;524;TA;0;Rec;Unf;864;No;0;TA;0;340;TA;Attchd;1966;1;TA;RFn;264;NA;0;NA;0;Names  ;WD   ;110000;Normal 
527455280;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;165;PConc ;GasA ;Y;SBrkr;1120;0;0;1;5;Typ ;1;TA;Y;0;162;0;0;0;NA   ;20;RL     ;7.0;2009.0;TA;Ex;Gd;TA;1.0;0.0;3.0;1120.0;;10710;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1966;2004;220;TA;1;BLQ;Unf;864;No;0;TA;0;644;TA;Attchd;1966;2;TA;RFn;656;Shed;1200;NA;0;Names  ;WD   ;148800;Normal 
534200030;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;864;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;GdPrv;20;RL     ;6.0;2009.0;TA;TA;TA;TA;1.0;0.0;2.0;864.0;62;7130;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;6;1967;1967;216;TA;1;BLQ;Unf;864;No;0;TA;0;648;TA;Attchd;1967;1;TA;Fin;312;NA;0;NA;0;Names  ;WD   ;130000;Normal 
534201040;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1107;0;0;1;5;Typ ;0;NA;Y;88;64;0;0;0;NA   ;20;RL     ;3.0;2007.0;TA;TA;TA;Gd;1.0;0.0;3.0;1107.0;70;8050;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;6;1967;1993;437;TA;0;ALQ;BLQ;949;No;1;TA;38;474;TA;Attchd;1967;1;TA;RFn;308;NA;0;NA;0;Names  ;WD   ;127000;Normal 
534201130;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;980;0;0;1;6;Typ ;0;NA;Y;68;0;0;0;0;NA   ;80;RL     ;10.0;2006.0;TA;Gd;TA;TA;2.0;0.0;3.0;980.0;75;9750;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;SLvl  ;5;5;1967;1967;100;TA;0;ALQ;Rec;980;Av;0;TA;480;400;TA;Attchd;1967;1;TA;Fin;384;NA;0;NA;0;Names  ;WD   ;135500;Normal 
534201230;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1051;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;7.0;2006.0;TA;Gd;TA;TA;1.0;0.0;3.0;1051.0;80;9600;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1Story;5;5;1968;1968;293;TA;0;ALQ;Unf;1051;No;1;TA;0;758;TA;Attchd;1968;2;TA;RFn;504;NA;0;NA;0;Names  ;WD   ;142000;Normal 
534201240;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;732;732;0;1;7;Typ ;0;NA;Y;0;40;0;0;0;NA   ;60;RL     ;6.0;2008.0;TA;Ex;TA;TA;1.0;1.0;4.0;1464.0;73;8814;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;2Story;5;6;1968;1968;0;TA;0;LwQ;Unf;732;No;0;TA;0;732;TA;Attchd;1968;2;TA;Unf;470;NA;0;NA;0;Names  ;WD   ;141000;Normal 
534201250;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;300;CBlock;GasA ;Y;SBrkr;884;886;0;1;7;Typ ;0;NA;Y;0;60;0;0;270;NA   ;60;RL     ;6.0;2006.0;TA;Ex;TA;TA;1.0;1.0;4.0;1770.0;72;8640;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;2Story;5;5;1968;1968;56;Fa;0;ALQ;Rec;900;Mn;1;Gd;483;361;TA;Attchd;1968;2;TA;RFn;530;Shed;455;NA;0;Names  ;WD   ;155000;Normal 
534201260;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;203;CBlock;GasA ;Y;SBrkr;976;0;0;1;4;Typ ;1;Fa;Y;94;0;0;0;0;NA   ;20;RL     ;8.0;2006.0;TA;TA;TA;Gd;1.0;0.0;2.0;976.0;78;9360;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1Story;6;7;1968;2004;216;TA;0;ALQ;Unf;976;Av;1;TA;0;760;TA;Attchd;1968;2;TA;RFn;504;NA;0;NA;0;Names  ;WD   ;157500;Abnorml
534201280;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;168;CBlock;GasA ;Y;SBrkr;1052;0;0;1;5;Typ ;0;NA;Y;356;0;0;0;0;GdWo ;20;RL     ;11.0;2006.0;TA;Gd;TA;TA;1.0;1.0;3.0;1052.0;70;8400;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1Story;5;5;1968;1968;36;TA;0;BLQ;Unf;1052;Av;1;TA;0;1016;TA;Attchd;1968;1;TA;RFn;288;NA;0;NA;0;Names  ;WD   ;138500;Normal 
534201300;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;898;0;0;1;6;Typ ;0;NA;Y;143;0;0;0;0;NA   ;85;RL     ;8.0;2006.0;TA;Gd;TA;TA;1.0;0.0;3.0;898.0;70;8400;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;SFoyer;5;6;1968;1968;89;TA;0;GLQ;Unf;833;Gd;1;Gd;0;744;TA;Attchd;1968;1;TA;RFn;326;NA;0;NA;0;Names  ;WD   ;140000;Normal 
534202020;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1051;0;0;1;6;Typ ;0;NA;Y;182;88;0;0;0;NA   ;20;RL     ;3.0;2006.0;TA;TA;TA;TA;1.0;0.0;3.0;1051.0;;9759;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1966;1966;252;TA;0;BLQ;Unf;1051;No;1;TA;0;799;TA;Attchd;1966;1;TA;RFn;264;NA;0;NA;0;Names  ;WD   ;124400;Normal 
534202030;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;196;CBlock;GasA ;Y;SBrkr;1214;0;0;1;5;Typ ;1;Fa;Y;0;111;0;0;0;NA   ;20;RL     ;7.0;2007.0;TA;TA;TA;TA;2.0;0.0;3.0;1214.0;;10355;Pave;NA  ;IR1                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1967;1967;519;TA;0;BLQ;Unf;1214;No;0;TA;0;695;TA;Attchd;1967;1;TA;RFn;318;NA;0;NA;0;Names  ;WD   ;143000;Normal 
534202130;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;300;CBlock;GasA ;Y;SBrkr;912;0;0;1;5;Typ ;0;NA;Y;0;240;0;0;0;NA   ;20;RL     ;12.0;2008.0;TA;Ex;TA;Gd;1.0;0.0;2.0;912.0;72;8872;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;8;1965;2008;317;TA;0;ALQ;Unf;912;No;1;TA;0;595;TA;Detchd;1992;2;TA;Unf;576;NA;0;NA;0;Names  ;WD   ;147000;Normal 
534202160;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;172;CBlock;GasA ;Y;SBrkr;1232;0;0;1;6;Typ ;0;NA;Y;0;224;0;0;0;NA   ;20;RL     ;4.0;2010.0;TA;TA;TA;TA;1.0;1.0;3.0;1232.0;80;9600;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;5;1966;1966;534;TA;0;Rec;Unf;1232;No;1;TA;0;698;TA;Attchd;1966;2;TA;RFn;490;NA;0;NA;0;Names  ;WD   ;142250;Normal 
